labels,justification,text
"Linguagem_Carregada,Repetição,Exagero-Minimização,Xingamento-Rotulação","O texto utiliza 'espançou brutalmente' e 'não teve chances de defesa', que carregam uma conotação emocional forte (Linguagem_Carregada). O uso repetido de termos de lesão corporal e a descrição vívida da situação configuram a repetição da ideia de violência (Repetição). A comparação entre as habilidades da lutadora e a falta de defesa do assaltante pode ser considerada uma minimização da gravidade da situação enfrentada pelo assaltante (Exagero-Minimização). O promotor é rotulado de maneira negativa, enfocando seu papel na prisão da lutadora (Xingamento-Rotulação).","promotor manda prender lutadora de ufc que reagiu a assalto e espancou criminoso no rio de janeiro. o promotor de justiça jean carlos rosário decretou, nesta segunda feira, a prisão da lutadora de mma polyanna viana pelo crime de lesão corporal grave e excesso de legítima defesa, quando a mesma reagiu a uma tentativa de assalto e espancou brutalmente o jovem que tentou roubar seus pertences. , segundo o promotor, a lutadora usou de suas habilidades de luta para espancar o jovem que não teve chances de defesa, uma vez que o mesmo não sabe lutar. … , polyanna será indiciada pelo crime de lesão corporal grave e excesso de legítima defesa, podendo pegar de 2 a 8 anos de prisão. o assaltante max gadelha lopes foi ouvido pela polícia no hospital e foi liberado, porém seguirá internado."
"Urgência,Exagero-Minimização,Repetição","O texto utiliza a técnica de Urgência ao enfatizar que o pagamento com desconto é válido apenas até hoje, incentivando a ação imediata. A técnica de Exagero-Minimização é aplicada ao destacar o desconto de maneira que parece muito vantajosa, mas os valores originais são apresentados de forma que podem causar estranheza ou confusão. A Repetição está implícita na ênfase na necessidade de pagar 'hoje' e o aviso contra procrastinação.","boa tarde pessoal, informação muito importante. dpvat para pagamento somente hoje com um belo desconto, de r$ 9 reais que irá vencer em fevereiro para r$ 16,21 para carros, e motos de r$ 28 para r$ 84,58. isso acontece devido ao baixo índice de acidentes no brasil deste ano, não deixem para pagar daqui 2 meses e perder esse desconto válido somente até hoje."
"Arenque_Vermelho,Apelo_à_Hipocrisia,Exagero-Minimização","O texto apresenta uma situação peculiar e inesperada, levantando questões sobre a responsabilidade na infertilidade que podem desviar o foco do público sobre temas mais relevantes. Além disso, o uso de uma história dramática pode ser considerado um exagero e a tentativa de responsabilizar o vizinho pode ser visto como hipocrisia, já que a própria esposa de Juscelino admite algo que pode ser interpretado como sua própria falta de compromisso com a verdade.","cearense processa vizinho por não conseguir engravidar sua mulher após seis meses tentando. um homem que mora em um município do ceará foi processado por não conseguir engravidar a mulher do vizinho, depois de ser contratado por dois mil reais para isso. apesar de juscelino pereira, receber a quantia, descobriu-se depois de seis meses de tentativa que ele é estéril. , raimundo dos santos e a mulher, fátima, queriam ter uma criança, mas descobriram que raimundo não poderia ter filhos. por isso, decidiram contratar o vizinho juscelino, na esperança que o homem casado e com dois filhos pudesse engravidar fátima., depois de seis meses e nenhuma gravidez – com uma média de tentativas de três vezes por semana, raimundo insistiu para que o vizinho passasse por exames médicos. os testes mostraram que o vizinho juscelino também é estéril. por isso, a mulher de juscelino foi obrigada a admitir que as duas crianças não eram dele"
"Linguagem_Carregada,Apelo_à_Popularidade,Dúvida","O texto utiliza linguagem carregada ao descrever a perda de uma celebridade, gerando uma forte conotação emocional. Também faz um apelo à popularidade ao referir-se a ele como 'uma das maiores celebridades do Brasil,' sugerindo que seu valor é amplamente reconhecido. A menção de que 'não se sabe ao certo' a identidade do protagonista do vídeo indica uma técnica de dúvida, questionando a clareza das informações apresentadas.","“vai com deus, meu ídolo eterno”., “morreu hoje uma das maiores celebridades do brasil. me dê papai!!!!”., “não se sabe ao certo, quem é esse senhor protagonista do vídeo. porém, uma triste notícia acabou tomando conta das redes sociais. segundo informações, esse senhor que fez milhões de pessoas darem gargalhadas, faleceu na manhã dessa segunda-feira. ainda não se têm mais informações sobre a causa. assim que se souber mais sobre o assunto, iremos informar a todos”."
"Linguagem_Carregada,Apelo_ao_Medo-Preconceito,Culpa_por_Associação,Xingamento-Rotulação","O texto utiliza linguagem carregada com expressões como 'invasão', 'provocação', 'vira-latas da esquina' e 'presa fácil', que têm forte conotação emocional. Também apela ao medo ao sugerir que o Brasil seria vulnerável a incursões russas devido à falta de investimentos na área militar. Outro aspecto presente é a culpa por associação, onde liga a situação atual aos governos anteriores (FHC, Lula e Dilma), enfatizando a responsabilidade deles. O termo 'vira-latas da esquina' pode ser classificado como um xingamento ou rotulação negativa ao Brasil em relação a sua posição geopolítica.","invasão do espaço aéreo brasileiro foi uma provocação; trump reage. a invasão do espaço aéreo brasileiro pelos bombardeiros tu-16 russos “emprestados” à venezuela foi uma provocação aos estados unidos e ao brasil. o apoio do presidente russo vladimir putin ao ditador venezuelano nicolás maduro, foi avaliado pelo diplomata miguel gustavo de paiva torres, articulista do diário do poder, como um episódio que trata o brasil como “um vira-latas da esquina”. mas os eua reagiram imediatamente. …, o blefe de putin durou pouco. o presidente dos eua, donald trump enviou para a costa brasileira a 4ª frota, composta de navios de interceptação e contra-bombardeiros, fazendo com que os aviões russos retornassem imediante ao país de origem. o brasil seria uma presa fácil para as incursões russas em virtude da falta de investimentos na área militar durante os governos fhc, lula e dilma. na tropa brasileira a inquietação era nítida, apesar de nicolás maduro ter pedido desculpas pelo “acidente”. e, michel temer calou……"
"Apelo_à_Popularidade,Apelo_ao_Medo-Preconceito,Repetição","O texto faz uso de Apelo_à_Popularidade ao enviar um chamado à ação para compartilhar a foto da criança, insinuando que muitas pessoas devem se unir para encontrar a família. A ideia de uma criança inocente e vulnerável é um Apelo_ao_Medo-Preconceito, instilando ansiedade sobre sua situação. A repetição do apelo para compartilhar é uma técnica de Repetição, reforçando a urgência do pedido.","vamos divulga a foto dessa criança até fora de cascavel pq desde o dia 1/1 foi encontrada e não acham a família… uma criança inocente nem sabe falar só papai., criança encontrada em cascavel pr, no dia 1/1/217, ela pode ter sido raptada em outro estado, compartilhem para encontrarmos sua família."
"Whataboutismo,Apelo_à_Hipocrisia,Xingamento-Rotulação","A técnica de 'Whataboutismo' é identificada ao desviar a atenção da situação de Lauro Pinheiro Batista, ao comparar sua prisão com a 'gang da lava jato', sugerindo uma hipocrisia nas prioridades da justiça. 'Apelo à Hipocrisia' é usado ao insinuar que a condenação dele é injusta em comparação a outros casos de corrupção sem consequências. 'Xingamento-Rotulação' se manifesta através das frases que desqualificam ou rotulam o grupo associado à corrupção, tentando deslegitimar a ação judicial.","pau que da em chico não da em francisco… após ser preso por roubar uma caixinha de remédio que custa mais de 4% de sua aposentadoria, o aposentado de 78 anos lauro pinheiro batista, foi preso e condenado a 6 anos e 7 meses de prisão em regime fechado. recorrendo ao stf por ter mais de 7 anos perdeu o recurso por entender o supremo que o requerente furtou um produto de alto custo. e a gang da lava jato roubou baixo custo ??? — em brasília."
"Linguagem_Carregada,Apelo_ao_Medo-Preconceito,Repetição","O texto utiliza linguagem carregada ao descrever a situação com termos como 'brutalmente espancado' e 'agressões', que evocam emoções fortes. Há também um apelo ao medo e preconceito ao apresentar a figura do segurança como uma ameaça (espancando e matando um cachorro), o que pode gerar revolta e apoio a ações contra ele. A repetição é percebida na menção do incidente com o cachorro e as reações da população, reforçando a seriedade do evento.","o segurança do carrefour acusado de espancar e matar a pauladas um cachorro na unidade de osasco-sp, deu entrada na tarde desta terça-feira (4) no pronto socorro do hospital municipal antônio giglio com múltiplos ferimentos pelo corpo após ser brutalmente espancado por populares revoltados com a morte do animal. o homem, que não teve o nome divulgado por questões de segurança, estava indo até a unidade do carrefour onde trabalha para pegar alguns pertences quando foi reconhecido por manifestantes. , ele ainda correu, mas foi perseguido pelos populares que o alcançaram e desferiram vários golpes e pontapés. as agressões só cessaram após dois guardas civis intervirem e ajudarem o rapaz levando-o até o hospital. entenda o caso: um cachorro de rua foi espancado e morto a pauladas por um segurança da rede de supermercados carrefour, em osasco, são paulo, na ultima semana. a denúncia foi feita nas redes sociais e mostra imagens do animal ferido e marcas de sangue pelo chão."
"Linguagem_Carregada,Repetição,Apelo_à_Popularidade,Apelo_ao_Medo-Preconceito","O texto utiliza linguagem emocional ao descrever a situação do cachorro e a reação do presidente, empregando termos como 'furioso', 'pobre cãozinho de rua', 'grande revolta' e 'multa milionária'. A repetição da ideia de que Bolsonaro não irá permitir que o caso fique impune reforça sua determinação na proteção dos animais. O apelo à popularidade é presente ao mencionar que o presidente age em defesa de uma causa que mobiliza a opinião pública, além do apelo ao medo ao sugerir consequências severas ao Carrefour, criando uma sensação de urgência e necessidade de ação.","o presidente jair bolsonaro gosta muito de cachorros e ficou furioso ao saber que o supermercado carrefour mandou espancar, envenenar e matar um pobre cãozinho de rua, que só queria um pouco de água e comida. mas o carrefour mandou matar o cachorro e causou grande revolta no país. bolsonaro determinou que seja aplicada uma multa milionária no carrefour e que o dinheiro seja revertido para ongs que cuidam de animais de rua. e se eles não pagarem, irá mandar fechar todas lojas. bolsonaro não irá admitir que o caso fique impune e cobrou uma investigação rigorosa. bolsonaro disse que os seres humanos deve proteger e não matar os cachorros de rua. então, tá avisado ao carrefour: respeite os animais."
"Linguagem_Carregada,Xingamento-Rotulação,Apelo_ao_Medo-Preconceito,Repetição,Culpa_por_Associação","O texto utiliza Linguagem Carregada com palavras e expressões emotivas como 'filho de uma puta' e 'safado', além de apelos ao medo e preconceito ao insinuar que ações do governo cubano estão ligadas a uma 'ditadura' e que apoiá-las é contribuir para uma 'sacanagem'. O uso de repetição é observado em frases que reforçam a indignação com o financiamento do governo cubano. A Culpa por Associação é evidente ao associar o PT e o governo de Cuba a ações consideradas negativas, como 'bandidos' e 'escravocrata'.","renac–reconstrucion nacional de cuba – reconstruir o que? – a ditadura de um filho de uma puta, #diganãoplacamercosul e deixe o presidente miguel díaz-canel na falência, solicitamos a equipe do nosso presidente jair bolsonaro, apure esta informação e caso isto proceda intervenha nesta sacanagem com o povo brasileiro, financiar este safado com dinheiro do nosso bolso, é uma das maiores canalhice que o pt pode ter armado, como são todos bandidos, tudo pode acontecer, então, queremos esclarecimento sobre isto e se há veracidade nisto, repudiamos participar das patifarias do governo escravocrata de cuba, somos solidarios ao povo cubano, mais o regime de governo cubano na pessoa do seu presidente rogamos a deus que todos vão para o inferno bem rápido, para libertar aqueles que não conhecem o que é ser liberto, ter livre arbitrio para conduzir suas vidas como melhor lhes convir., atenção para esse aviso! você sabia que 2% de toda arrecadação do veiculo do mercosul será destinado para a renac, você sabe o que é a renac ? não sabe e sabe por que não sabe ? por que tudo que os comunistas fazem faz nas sombras e você vota e os apoia sem cobrar ou questionar. renac é reconstrucción nacional de cuba."
"Linguagem_Carregada,Apelo_ao_Medo-Preconceito,Xingamento-Rotulação,Exagero-Minimização","O texto apresenta uma linguagem carregada ao usar termos emocionais como 'ódio' e 'rancor', indicando uma forte conotação negativa em relação ao estudante. Há um apelo ao medo, sugerindo que o ato de violência pode ter consequências graves e que o estudante é um 'criminoso', criando uma sensação de pânico em relação à segurança. A rotulação negativa do estudante como 'criminoso' é uma técnica de xingamento-rotulação, e a descrição da violência excessiva é um exagero que minimiza as complexidades do ato em si. Portanto, as técnicas de propaganda identificadas ilustram uma forte influência emocional e um viés contra o estudante.","a comissão de direitos humanos de minas gerais, por meio de um pedido feito junto à promotoria de belo horizonte, conseguiu autorizar a prisão do estudante de 21 anos que reagiu a um assalto com arma de brinquedo e espancou o bandido. o caso aconteceu na última quinta-feira (22), na bairro camargos, região oeste de belo horizonte. de acordo com a presidente da comissão, gizelle rosário leitte, o jovem agiu com demasiada força e não deu chances de defesa ao assaltante, que continuou sendo agredido mesmo depois de ter caído no chão sem esboçar qualquer reação., “não precisava ele ter sido violento daquele forma, a vítima já estava no chão e ele continuou as agressões. o único criminoso nessa história é o estudante, que despejou todo seu ódio e rancor em cima da vítima. ele deve ser preso e pagar pelo que fez. nenhum ser humano merece passar pelo que aquele assaltante passou.” disse gizelle., o jovem foi conduzido pela polícia e responderá pelos crimes de tentativa de homicídio e lesão corporal grave sem chances de defesa da vítima, e pode pegar até 8 anos de prisão."
"Apelo_ao_Medo-Preconceito,Dúvida,Repetição,Xingamento-Rotulação","O texto utiliza o Apelo ao Medo-Preconceito ao insinuar que a imigração de venezuelanos é uma estratégia do governo para angariar votos para 'comunistas', evocando uma reação negativa em relação aos imigrantes e gerando ansiedade sobre a situação. A Dúvida é utilizada ao questionar a legitimidade das ações do governo e sua intenção, sem apresentar evidências. A Repetição aparece na forma de perguntas retóricas e constantes questionamentos sobre o interesse do governo, enfatizando a indignação do autor. Por fim, o Xingamento-Rotulação se manifesta na caracterização dos imigrantes como parte de uma agenda 'comunista', criando uma associação negativa.","“qual interesse do governo, em pegar venezuelanos, trazer de avião, dar alimento, abrigo, e bolsa imigrante de r$ 15,? pensem!”, “poque o bolsa imigrante é 15, se o salário de quem trabalha nem chega mil !!!!”, “venezuelanos chegando com casa, bolsa família, 1.5 de salario e título de eleitor pra votar a favor dos comunistas.”"
Apelo_ao_Medo-Preconceito,"O texto fala sobre a formação de um furacão na costa sul do Brasil, o que é um evento raro e pode causar preocupação. A menção a ventos que podem atingir o litoral e a experiência dos meteorologistas reforça a ideia de um risco iminente, instilando medo na população.","furacão se forma na costa sul do brasil ventos de 15 km/h podem atingir litoral de santa catarina e rio grande do sul um furacão categoria 1 formou-se a cerca de 5 quilômetros da costa sul do brasil, mais precisamente em santa catarina, surpreendendo meteorologistas – que nunca viram a ocorrência de tal fenômeno na região. …, o olho do furacão pode atingir entre a grande florianópolis e porto alegre, segundo o meteorologista ronaldo coutinho. a trajetória depende da temperatura da água, mas é praticamente certo que sua entrada ocorra entre itajaí, no litoral norte catarinense, e a foz do prata, no litoral gaúcho. …"
"Repetição,Apelo_ao_Medo-Preconceito,Xingamento-Rotulação,Ofuscação-Vagueza-Confusão","O texto repete a ideia de abandono do Rio, associando isso a uma crítica ao governo. A expressão 'o rio está abandonado' reforça um apelo ao medo acerca da segurança da ponte, ligando-a a uma tragédia já ocorrida na Itália. Além disso, há uma rotulação negativa do governo do Rio e do governo federal, e uma confusão criada em relação à identidade da ponte mencionada.","está é a ponte rio-niteroi…é por ela que você transita, diariamente…como repete o xexeo, “o rio está abandonado!” isto é: os cariocas estamos abandonados!!! o governo do rio está acéfalo! e o governo federal, responsável por essas cirrosis não tratadas, idem bidem!!! , a propósito da ponte de gênova, na itália, que caiu recentemente, aí estão fotos da nossa ponte rio-niterói.recebido pelo whatsapp, (estão dizendo que essa ponte não é a nossa rio-niterói. tomara. pobre de quem usa essa.)"
"Linguagem_Carregada,Xingamento-Rotulação,Apelo_ao_Medo-Preconceito,Simplificação_Causal,Dúvida,Exagero-Minimização","O texto utiliza linguagem carregada com palavras como 'canalhas' e 'sacanagem', que evocam fortes emoções. Há xingamentos e rotulação dirigidos à família Sarney, associando-os a corrupção. O apelo ao medo e preconceito é criado ao insinuar que a população está sendo enganada e que os sonhos das pessoas estão sendo destruídos. A simplificação causal é evidente ao atribuir a fraude a uma única causa relacionada à família Sarney. O texto questiona a credibilidade da situação, levantando dúvidas sobre a legitimidade do sorteio. Além disso, apresenta um exagero ao afirmar que é 'sacanagem com o povo brasileiro' e minimiza a situação de forma sensacionalista.","<i>a casa caiu polícia federal descobre fraude mega sena a grande farsa é descoberta! brasil: o paraíso da sacanagem esses canalhas, corruptos destroem os sonhos das pessoas! atenção! se você faz apostas na loteria da caixa, está sendo enganado!!! leia</i>, <i>esta semana um único ganhador do maranhão fez uma aposta simples de r$ 3,5 e levou o prêmio de r$ 73 milhões na mega-sena após a mega sena acumular varias vezes seguida.. até aí tudo normal! porém a polícia federal desconfiou que estivesse havendo algum tipo de fraude neste sorteio, mal começaram as investigações, e descobriram que quem ganhou o prêmio foi um funcionario da familia sarney</i>, <i>ou seja, peixe grande, ligadas diretamente ao governo e a caixa. eles fraudaram o peso da bolinha, fazendo sempre dar os números que eles quisessem e usaram um ‘laranjas’ para jogar e ganhar. você que achava estranho a mega sena acumular tantas vezes seguidamente, e quando saía o prêmio, apenas uma pessoa ganhava, geralmente em algum lugar bem distante? você tinha razão! só podia ser algum tipo de fraude mesmo!!! descobriram membros da família que já ganharam mais de 6 vezes seguida.</i>, <i>*imagine só: a chance de acertar as seis dezenas da mega-sena com um jogo simples é de uma em 5.63.86 possibilidades. é qual é a possibilidade desta pessoa ser justamente da família sarney?* isso é sacanagem com o povo brasileiro, que trabalha demais; muitos deixam até de comer alguma coisa para fazer uma fezinha! o que muito me admira é que quase não houve divulgação!!!!!! …</i>"
"Apelo_ao_Medo-Preconceito,Xingamento-Rotulação,Exagero-Minimização,Culpa_por_Associação,Linguagem_Carregada","O texto utiliza um apelo ao medo e preconceito ao associar beneficiários do governo a usuários de drogas, provocando ansiedade em relação ao uso de recursos públicos. Além disso, faz uso de xingamentos e rotulações, chamando os apoiadores do governo de 'bando de safado'. Há um exagero na representação da quantidade de dinheiro e minimalização da importância do suporte social, com a repetição da ideia de que os beneficiários recebem dinheiro sem merecer. Também ocorre a culpa por associação, insinuando que os petistas são responsáveis pelo uso indevido de dinheiro público.","quem acha que o governo do pt foi ruim, foi um péssimo governo. nada! foi bom. pensa num governo bom, isso aqui tava me devendo uma escolta do banco, para receber aqui do coitado do usuário a bolsa usuário. ele vai o resto da vida receber 1 conto, 1 conto por ele ser os dois. não se trabalha mais não, ele não, ser família, não precisa ter renda e não precisa de nada. , ele só é usuário, então ele foi cadastrado, vai receber o resto da vida r$ 1 e r$ 1 por ele ser usuário. por mês, por mês, por mês por ele ser usuário de droga. coitado, coitado, coitado. é o que é? r$12. por ano, r$12. por ano, 12 mil por ano, e os petistas fila da p***, que quer aquele sapo no poder de novo, tá aí o dinheiro de vocês aí, o nosso dinheiro, não é verdade? , o dinheiro de quem trabalha, que o petista mesmo acho que não se preocupa em trabalhar. se preocupasse em trabalhar e ganhar dinheiro, não tava preocupado com o dinheiro deles fosse para mão de usuário para queimar em droga, bando de safado."
"Exagero-Minimização,Apelo_à_Hipocrisia,Linguagem_Carregada","O texto usa 'exagero-minimização' ao afirmar que a proibição de nomes de pessoas em cachorros representa 'mais trabalho para donos de animais', minimizando a questão, enquanto um problema maior é implícito. Também utiliza 'apelo à hipocrisia' ao criticar a eficácia da justiça no Brasil, insinuando que ela funciona apenas quando quer, sem abordar outros problemas de forma clara. Por fim, a 'linguagem carregada' é evidenciada em termos como 'justiça no Brasil funciona muito bem', que carrega uma forte conotação emocional."," justiça proíbe uso de nomes de gente em cachorros; multa pode chegar à 1 mil.dona do cachorrinho chiquinho chorou ao saber que terá que mudar o nome do cãozinho. cãozinho “chiquinho” terá que mudar de nome por determinação da justiça. , mais trabalho para donos de animais… cria novos nomes para seus peludos. multa de 1mil a 1 mil reais por uso de nome de pessoa em animais. , multa de 1 mil a 1 mil reais por uso de nome de pessoa em animais. pra isso a justiça no brasil funciona muito bem, para o que precisa mesmo não funciona."
"Apelo_ao_Medo-Preconceito,Exagero-Minimização,Linguagem_Carregada","O texto utiliza um tom alarmante ao afirmar que a greve 'vai ser pior que a outra', criando um apelo ao medo em relação à situação. Além disso, menciona ações extremas como 'tacar fogo', o que é um exagero da situação prevista. A linguagem é carregada com emoções intensas, refletindo uma forte conotação que busca influenciar o público.","greve, e essa vai ser pior que a outra… disseram que o temer nao cumpriu com a parte dele do acordo e dessa vez vao vir pra cima com tudo so acaba a greve depois do acordo sair no diario oficial. e se pegarem carro em fila de posto… vao tacar fogo pra ficarem espertos!"
"Apelo_à_Popularidade,Apelo_ao_Medo-Preconceito,Linguagem_Carregada","O texto utiliza um tom emocional ao descrever a situação da moça, apelando para a empatia e o senso de comunidade ('deus vai abençoar todos nós') para incentivar as pessoas a compartilharem a mensagem. A expressão 'ela tá aqui agoniada' carrega uma forte conotação emocional, e o apelo para ajudar alguém que está 'perdida' e 'foi assaltada' gera medo e preocupação, o que é uma técnica de apelo ao medo. Além disso, há uma tentativa de criar um senso de urgência e popularidade ao pedir que as pessoas compartilhem a foto nas redes sociais.","boa tarde, grupo simões filho em pauta. eu venho de novo lembrar vocês, a moça se encontra aqui ainda no hospital de simões filho. gente, compartilha a foto da moça. ela tá aqui agoniada, tanto que agora vou colocar ela para tomar um banho, mas ela exige, pelo amor de deus, que a gente ajude ela. ela fica pedindo para que a gente bote nas redes sociais as foto dela. compartilha aí, pessoal. pra gente conseguir alguém da família dela, ela veio de são paulo. ela tá aqui perdida, ela foi assaltada, levaram celular, levaram tudo. levaram tudo dela e ela tá meio aluada também. viu? ela tá meio aluada sim, não tá falando coisa com coisa. então, se vocês puderem ajudar, eu agradeço. quem tiver grupo aí, por favor, joga aí, gente, viu? deus vai abençoar todos nós."
"Linguagem_Carregada,Xingamento-Rotulação,Apelo_ao_Medo-Preconceito,Repetição,Exagero-Minimização","O texto utiliza Linguagem Carregada com expressões emocionais como 'pocilga' e 'povo cretino', criando uma conotação negativa. Xingamento-Rotulação é evidente na desqualificação do povo. Apelo ao Medo-Preconceito é presente ao alarmar sobre a 'dominância da China comunista'. Repetição aparece na menção constante do projeto da ferrovia, reforçando a mensagem. Exagero-Minimização é aplicado ao descrever o país como 'corrompido', minimizando qualquer aspecto positivo do Brasil.","o brasil já era ! china e rússia tomando conta dessa pocilga! e o povo ligado em copa do mundo! povo cretino! olha o maquinário que os chineses estão usando para fazer estrada de ferro que vai da região de lucas do rio verde até o maranhão, já estão em maraba no pará. irão entregar a ferrovia um ano antes do previsto! acorda brasil.:, acredite se quiser nosso brasil já está dominado pela china comunista!!!olha o maquinário que os chineses estão usando para fazer estrada de ferro que vai da região de lucas do rio verde até o maranhão, já estão em maraba no pará. irão entregar a ferrovia um ano antes do previsto! nada vai consertar este país corrompido!!! intervenção popular já!"
"Apelo_ao_Medo-Preconceito,Exagero-Minimização,Linguagem_Carregada","O texto usa o apelo ao medo ao mencionar que o jacaré gigante já fez vítimas fatais, criando uma sensação de perigo associado ao animal. O uso da expressão 'jacaré assassinado' e a descrição do tamanho e peso do animal empregam uma linguagem carregada com conotações emocionais. Além disso, o relato do naufrágio sob um tom dramático e a forma como os fatos são apresentados pode ser visto como uma forma de exagerar a importância e o impacto desse evento.","jacaré gigante é assassinado no marajó gigante jacaré açu foi visto e morto por pescadores na divisa das regiões de muana e limoeiro do ajuru na baía do marapata com o rio tocantins na ilha do marajó hoje 16/5. o animal pesando 2/5 toneladas e 14 metros aproximadamente., moradores da redondeza contaram a biólogos que o animal tinha aproximadamente 17 anos de vida! e já tinha feito vítimas fatais como do naufrágio do navio que transportava 96 passageiros com destino a óbidos no ano de 198 a 38 anos a trás. que apenas 18 pessoas foram achadas com vida, e as outras 78 nem os corpos até hoje foram encontrados."
"Apelo_ao_Medo-Preconceito,Repetição","O texto utiliza o 'Apelo ao Medo' ao alertar sobre uma 'tragédia anunciada', insinuando que a situação representa um risco iminente para as pessoas que planejam viajar. A repetição da informação sobre a BR 11 e a ponte Pedra do Cavalo reforçam a mensagem de cautela.","<i>tragédia anunciada pedra do cavalo pra quem for viajar nesse período de festas. br 11 antes da entrada de muritiba. avisem aí para seus contatos, amigos, parentes etc. tinha uns técnicos hj no local analisando aí em baixo</i>, <i>quem for viajar nesse período de festas. br 11 antes da entrada de muritiba ponte pedra do cavalo</i>"
Apelo_à_Popularidade,"O texto faz um apelo à comunidade local, buscando mobilizar as pessoas a ajudarem na adoção dos filhotes e incentivando uma ação coletiva ao pedir para divulgar em outros grupos.","gente ajuda aí! filhotes de labrador com 2 dias. a mãe abandonou não está cuidando , o dono está doando os filhotes antes que morram. quem se interessar e só ligar para o número telefone, falar com nome da pessoa divulguem em outros grupos .obrigada."
"Linguagem_Carregada,Apelo_ao_Medo-Preconceito,Repetição","O texto utiliza linguagem carregada ao se referir ao país como 'uma merda', o que evoca emoções fortes. O apelo ao medo e preconceito está presente na implicação de que o governo não divulga informações importantes e que as cobranças são sempre pontuais, sugerindo uma crítica ao sistema. A repetição é observada na insistência em listar os benefícios de maneira detalhada, tentando reforçar a importância do benefício mencionado.","atenção a todos, leiam. existe um benefício que claro o governo não informa a todos porque aqui este país é uma merda benefícios eles não divulgam , mas cobrança correio nunca atrasa né ! esse benefício é conhecido como id jovem. jovens entre 16 e 29 anos pode adquirir. o que há de benefícios? meia entrada apenas 5% do valor você será cobrado em: – cinemas; -eventos culturais (teatros, museus entre outros); – jogos de futebol; -shows. , 1% gratuito em : gratuidade em viagens estaduais (lembrando as viagens ter que ser de um estado pra outro não vale pro mesmo estado), não existe limite viaje quantas vezes você quiser , vocês não pagarão o valor da passagem pagará apenas a taxa de embarque e o pedágio que a rodovia que liga o estado de seu destino ao outro destino cobra que no caso nunca passam do valor de 3$., lembrando no caso de shows, eventos culturais , viagens e jogos de futebol é necessário comprar com 2 dias de antecedência para o benefício entrar para facilitar em caso de viagens já comprem ida e volta. lollapalooza brasil já aceita esse benefício também. entre outras raves que acontece no país. "
"Apelo_ao_Medo-Preconceito,Linguagem_Carregada,Culpa_por_Associação","O texto utiliza apelo ao medo ao descrever o suicídio do caminhoneiro como uma consequência direta da pressão financeira e das multas, enfatizando a gravidade da situação. A linguagem carregada é evidente na descrição emocional do luto e da luta do caminhoneiro por sua família, o que visa sensibilizar o leitor. Além disso, o texto sugere uma culpa por associação ao mencionar como a morte de Renner Diehl pode não receber atenção da mídia, insinuando que seu valor como trabalhador não é reconhecido comparado a figuras públicas, destacando uma desigualdade na valorização das vidas.","caminhoneiros em luto caminhoneiro comete suicídio após saber que foi multado em r$ 4 mil por bloqueio durante greve a família brasileira hoje está de luto, morador de porto alegre, o caminhoneiro renner diehl, 48 anos, esperava com o caminhão para descarregar, sendo que após receber um telefonema, foi até a parte traseira do caminhão e utilizando uma corda que foi amarrada na carroceria do veículo se enforcou., segundo informações diehl foi informado que sua empresa, a diehl transportes, constava em uma lista de seis companhias do rs multadas por supostos bloqueios em rodovias nos últimos dias., conforme a determinação do ministro alexandre de moraes, do supremo tribunal federal (stf), diehl tinha que pagar r$ 4 mil em até 15 dias. o caminhoneiro deixou uma carta para sua família antes de se enforcar, em um trecho ele pede desculpas e diz que seu único bem era o caminhão “meu único bem é meu caminhão, que não vale nem r$ 1 mil”. a filha de renner disse que poucos irão falar da morte de seu pai “poucos vão falar, ele não é um jogador de futebol, um ator da globo ou uma vereadora” ele só é mais um trabalhador entre milhões neste brasil, que lutou pela sua família”. …"
"Apelo_ao_Medo-Preconceito,Apelo_à_Popularidade,Repetição","O texto utiliza o Apelo ao Medo ao descrever uma situação de rapto, criando pânico e urgência para engajar as pessoas a ajudar. O Apelo à Popularidade é implícito ao mencionar que já conseguiram encontrar pessoas desaparecidas anteriormente, sugerindo que a ação coletiva é efetiva. A Repetição é evidente com a reiterada menção do local do desaparecimento e do pedido por informações e compartilhamento.","galera essa menininha é filha de um amigo de um irmão da igreja. ela foi rapitada por um casal, no shopping aricanduva. quem souber informações, por favor avise. os pais estão desesperados. telefones: números. espalha ai por favor ela sumiu no shopping aricanduva e a mãe foi internada ontem, está adoecendo de desespero e depressão, galera essa menina foi raptada por um casal no shopping aricanduva informações números de telefone por favor vamos compartilhar já conseguíamos encontrar muitos sumidos na união do facebook compartilhe"
